MODEL UNDER TEST. Read ONLY this file. No decrypt. No world knowledge.
Real FinQA + WikiTableQuestions tables in SHARED CONTEXT.
Research path: binders (PROG/DSL) vs sealed NL.
WTQ gold cell LOOKUP DSL binder (research path).

===== SHARED CONTEXT BEGIN (real tables) =====
### TABLE E58245d48c86c ###
Edb3a061cea13 | E1da84b778cb6 | 2018
E2015206ce22b | Eafe11b25dee8 | E16f1cc1a4836
E2015206ce22b | E9d875df43678 | E192648d07150
E2015206ce22b | E26112778857e | E933da0eb9460
E9a3b8eb79449 | Eafe11b25dee8 | Ecfc40373f9e8
E9a3b8eb79449 | E9d875df43678 | Ecfc40373f9e8
E9a3b8eb79449 | E26112778857e | Ecfc40373f9e8
E1b1d15a72296 | Eafe11b25dee8 | Ef2bb65774bf1
E1b1d15a72296 | E26112778857e | 2575000

### TABLE E5b8047ad4661 ###
E9c86812cd7ef | Eb7becd62b0be | E25b4c2f2732c
E9c86812cd7ef | E1b7df7b79881 | 2003
Ec61faeebf954 | Eb7becd62b0be | E45e8ff20ee67
Ec61faeebf954 | E1b7df7b79881 | 2006
E05204202c962 | Eb7becd62b0be | E3f9495585294
E05204202c962 | E1b7df7b79881 | 2005
E3bb4425da146 | Eb7becd62b0be | E3181bfd375f0
E3bb4425da146 | E1b7df7b79881 | 2007
E24675c13715f | Eb7becd62b0be | E58db4dadf6d1
E24675c13715f | E1b7df7b79881 | 2000
Ec944f4ea2a98 | Eb7becd62b0be | Ec351bc4a7d00
Ec944f4ea2a98 | E1b7df7b79881 | 2005
Ee4ddafb3f300 | Eb7becd62b0be | E2d074f928aff
Ee4ddafb3f300 | E1b7df7b79881 | 2006
E8352188310f7 | Eb7becd62b0be | E24c6a09a7dfb
E8352188310f7 | E1b7df7b79881 | 2004

### TABLE E370171e39511 ###
Ebed1c611942b | E4e54292a885d | E86f9da00cd76
Ebed1c611942b | E5b586f5b4cb9 | E58857baba067
Ebed1c611942b | E1ded7ef868e3 | E5867bf306702
Ebed1c611942b | Eafe11b25dee8 | E612b090885d4
Ebed1c611942b | Eb8e12a9c805f | E9675444cc8b5
E0bda3fa4e0c7 | E4e54292a885d | E9af4a9e8bbf9
E0bda3fa4e0c7 | E5b586f5b4cb9 | E58857baba067
E0bda3fa4e0c7 | E1ded7ef868e3 | E5867bf306702
E0bda3fa4e0c7 | Eafe11b25dee8 | E25b4c2f2732c
E0bda3fa4e0c7 | Eb8e12a9c805f | Ee8322cfdfdc3
Ecd58eae7be35 | E4e54292a885d | Ef763450a8b8e
Ecd58eae7be35 | E5b586f5b4cb9 | E58857baba067
Ecd58eae7be35 | E1ded7ef868e3 | E5867bf306702
Ecd58eae7be35 | Eafe11b25dee8 | E25b4c2f2732c
Ecd58eae7be35 | Eb8e12a9c805f | E78d93e067a9f
Eaa1ff3288de5 | E4e54292a885d | E9229ce1f9621
Eaa1ff3288de5 | E5b586f5b4cb9 | E58857baba067
Eaa1ff3288de5 | E1ded7ef868e3 | Edc4a4c97895a
Eaa1ff3288de5 | Eafe11b25dee8 | Ef05d20e74d8a
Eaa1ff3288de5 | Eb8e12a9c805f | Eb29778c79965
Ec7e93a84972f | E4e54292a885d | E03deb35f8e93
Ec7e93a84972f | E5b586f5b4cb9 | Eee46a99b2c2c
Ec7e93a84972f | E1ded7ef868e3 | E5867bf306702
Ec7e93a84972f | Eafe11b25dee8 | E8efc76aa762c
Ec7e93a84972f | Eb8e12a9c805f | E5ff004e0cc3e
E1bccd388a9a5 | E4e54292a885d | E9b4ef2c88128
E1bccd388a9a5 | E5b586f5b4cb9 | Eee46a99b2c2c
E1bccd388a9a5 | E1ded7ef868e3 | E3715e74f7d32
E1bccd388a9a5 | Eafe11b25dee8 | E2a8d6ce850af
E1bccd388a9a5 | Eb8e12a9c805f | E9941463493ed
E16f6c4da9532 | E4e54292a885d | E773a01b1263e
E16f6c4da9532 | E5b586f5b4cb9 | Eee46a99b2c2c
E16f6c4da9532 | E1ded7ef868e3 | E5acc083a700b
E16f6c4da9532 | Eafe11b25dee8 | E1375ac0a2292
E16f6c4da9532 | Eb8e12a9c805f | E47eb114aac54

### TABLE Ed8297bf37e46 ###
Eb8d274ed565f | E717898f6ec44 | Ef0842eadc89b
Eb8d274ed565f | Ebc2f6fed97c5 | 2139
Ef32620a3ef2e | E717898f6ec44 | E050f4d9e0472
Ef32620a3ef2e | Ebc2f6fed97c5 | 8330
E4213036050ff | E717898f6ec44 | Ec5da6a1fdfe8
E4213036050ff | Ebc2f6fed97c5 | 29405
E7f6195ec0315 | E717898f6ec44 | E0292ae27e58c
E7f6195ec0315 | Ebc2f6fed97c5 | 3410
E71e8d427a967 | E717898f6ec44 | Ef7775eb09e2a
E71e8d427a967 | Ebc2f6fed97c5 | 1429
E74b90c13f08d | E717898f6ec44 | Ec64f2cbee978
E74b90c13f08d | Ebc2f6fed97c5 | Ec01f88c0e928
E170c32e05812 | E717898f6ec44 | E3c8f8f319d99
E170c32e05812 | Ebc2f6fed97c5 | E27a49bab2aaa

### TABLE E9ffad5cca005 ###
E874dbe141a52 | Efbda4d782098 | 2019
E874dbe141a52 | Ee834ee63784e | Ea36d7d3007cf
E874dbe141a52 | Eb55b816ed2ef | E1af6b465fa57
E874dbe141a52 | Ee834ee63784e | Ee57c8fd8f278
E874dbe141a52 | E3c3610c8ad74 | E4c74a5b1ca64
E3e54f7961d16 | Efbda4d782098 | 2020
E3e54f7961d16 | Ee834ee63784e | 828
E3e54f7961d16 | Eb55b816ed2ef | 417
E3e54f7961d16 | Ee834ee63784e | 62
E3e54f7961d16 | E3c3610c8ad74 | 75
E6b0705159e37 | Efbda4d782098 | 2021
E6b0705159e37 | Ee834ee63784e | 847
E6b0705159e37 | Eb55b816ed2ef | 426
E6b0705159e37 | Ee834ee63784e | 61
E6b0705159e37 | E3c3610c8ad74 | 80
Ee4f9eb72526c | Efbda4d782098 | 2022
Ee4f9eb72526c | Ee834ee63784e | 857
Ee4f9eb72526c | Eb55b816ed2ef | 448
Ee4f9eb72526c | Ee834ee63784e | 59
Ee4f9eb72526c | E3c3610c8ad74 | 86
E399eec7ca7d1 | Efbda4d782098 | 2023
E399eec7ca7d1 | Ee834ee63784e | 873
E399eec7ca7d1 | Eb55b816ed2ef | 471
E399eec7ca7d1 | Ee834ee63784e | 57
E399eec7ca7d1 | E3c3610c8ad74 | 92
Efcc9682fbd67 | Efbda4d782098 | Efb540b5fbb2c
Efcc9682fbd67 | Ee834ee63784e | 4365
Efcc9682fbd67 | Eb55b816ed2ef | 2557
Efcc9682fbd67 | Ee834ee63784e | 252
Efcc9682fbd67 | E3c3610c8ad74 | 547

### TABLE Ecdadd52f7dbf ###
E6ffa9b3b486e | E39f5913395c4 | Eefbdd0dd8388
E6ffa9b3b486e | E23b74246869b | 5943
E087abc52b514 | E39f5913395c4 | Eb2db77fac76a
E087abc52b514 | E23b74246869b | 188294
E63e74638f96a | E39f5913395c4 | E86e56b77385b
E63e74638f96a | E23b74246869b | 22278
Ef846f6700803 | E39f5913395c4 | E25e70d765132
Ef846f6700803 | E23b74246869b | Eb7703f26dda3
E74c1e476b0f1 | E39f5913395c4 | Ec00d8c2096f6
E74c1e476b0f1 | E23b74246869b | E29c37a852b30
Ec403ccb9e5a5 | E39f5913395c4 | Ed4f17ed3fc11
Ec403ccb9e5a5 | E23b74246869b | 144357
E226d0246bfe2 | E39f5913395c4 | Ec5da6a1fdfe8
E226d0246bfe2 | E23b74246869b | 264844
E829b0b895951 | E39f5913395c4 | E8f3252ebaa2d
E829b0b895951 | E23b74246869b | E42f2fa6f5751

### TABLE E666f708cd4ab ###
Ee7856f7cae0a | E8612fda6a399 | Eacedb7e8cd3d
Ee7856f7cae0a | E8cc64f6ca305 | E4d2e5ac36d94
Ee7856f7cae0a | E4fcc8851879c | Eb5ae8e36f9e2
Ee7856f7cae0a | E428839bbdced | E36806f40f2bd
Ed1954c36bdfa | E8612fda6a399 | E101262611d59
Ed1954c36bdfa | E8cc64f6ca305 | E3ff646673157
Ed1954c36bdfa | E4fcc8851879c | E6844f072f6b1
Ed1954c36bdfa | E428839bbdced | E6092024e68d3
E6da267e27f31 | E8612fda6a399 | Ee5460ee36f45
E6da267e27f31 | E8cc64f6ca305 | Efcf73d48da49
E6da267e27f31 | E4fcc8851879c | Eb5d9cdcd231c
E6da267e27f31 | E428839bbdced | Eec6b0590eda7
E4dae07186dfe | E8612fda6a399 | E83f6846e1ee8
E4dae07186dfe | E8cc64f6ca305 | E8c6873c68271
E4dae07186dfe | E4fcc8851879c | E9d9afd63c10f
E4dae07186dfe | E428839bbdced | E5cdd170bda62
E5becf6eb6772 | E8612fda6a399 | Ef481675bb10e
E5becf6eb6772 | E8cc64f6ca305 | E691b1c8c02da
E5becf6eb6772 | E4fcc8851879c | Edd2f9fd148ef
E5becf6eb6772 | E428839bbdced | Ecb6f907b0d87
E55e026416a45 | E8612fda6a399 | E8cc1e43294b1
E55e026416a45 | E8cc64f6ca305 | 4761
E55e026416a45 | E4fcc8851879c | 4672
E55e026416a45 | E428839bbdced | 4574
Eea4a821280f6 | E8612fda6a399 | E3d483e1385e4
Eea4a821280f6 | E8cc64f6ca305 | 705
Eea4a821280f6 | E4fcc8851879c | 699
Eea4a821280f6 | E428839bbdced | 690

### TABLE E3d8e8a337782 ###
E5b208072db57 | Ef64c77605179 | Ee7cea9d76abb
E5b208072db57 | Ed448e36fb5b5 | Ef9b4a5f8b501
E5b208072db57 | E2aa45b1f04e2 | E654b3e7426fd
E921d48eedba4 | Ef64c77605179 | Edefe1e54adbd
E921d48eedba4 | Ed448e36fb5b5 | E5890d59f5b25
E921d48eedba4 | E2aa45b1f04e2 | E508dc50a6cc6

### TABLE E17200f2bf8ae ###
E887b16a92396 | E11cb11528777 | E1f157454aa7f
E887b16a92396 | E986cb8ffb553 | E61c479885995
E887b16a92396 | E1b8185f54b42 | Eb13937de62ef
E887b16a92396 | Ea77014fbbdad | Efda91d990718
Ebd9387a36232 | E11cb11528777 | Eac622fa22221
Ebd9387a36232 | E986cb8ffb553 | Ec39272d8adca
Ebd9387a36232 | E1b8185f54b42 | Eac12aed20e57
Ebd9387a36232 | Ea77014fbbdad | E712f2e36466c

### TABLE E47b2324a318e ###
E1ff65475ca24 | Eaa446e4d6006 | E19dca9ac2d5b
E1ff65475ca24 | E3d7e09bdbb57 | E6d9b36730aaf
E1ff65475ca24 | E1da84b778cb6 | Ea252107aa765
Ea56e16216dd0 | Eaa446e4d6006 | E479094bbf39f
Ea56e16216dd0 | E3d7e09bdbb57 | Ecb035bba41fc
Ea56e16216dd0 | E1da84b778cb6 | E34bd9e2b724c
Ea1bac24def5d | Eaa446e4d6006 | E525d67b019a6
Ea1bac24def5d | E3d7e09bdbb57 | Ee92d4e5b704f
Ea1bac24def5d | E1da84b778cb6 | Ea238d4063175

### TABLE E7e2e7827c949 ###
E2cf017a0516e | E11cb11528777 | Ee4184faa73e0
E2cf017a0516e | E1da84b778cb6 | E5bde8b692f10
E2cf017a0516e | E986cb8ffb553 | E39b151a980d3
E2cf017a0516e | E420f2b5bc48a | Ed9e46b12d4bb
E20cb1ebcf72e | E11cb11528777 | E0f416436ea03
E20cb1ebcf72e | E1da84b778cb6 | E303dc26bce19
E20cb1ebcf72e | E986cb8ffb553 | E38e796849a60
E20cb1ebcf72e | E420f2b5bc48a | E5283c415b177
E25bf8e5e622c | E11cb11528777 | E4eae1866f038
E25bf8e5e622c | E1da84b778cb6 | E0de84f6803ca
E25bf8e5e622c | E986cb8ffb553 | E04079624390f
E25bf8e5e622c | E420f2b5bc48a | E73f1798f8953
E3500cdfa6bb3 | E11cb11528777 | Ec291f070bb42
E3500cdfa6bb3 | E1da84b778cb6 | E7327d891b31c
E3500cdfa6bb3 | E986cb8ffb553 | E7327d891b31c
E3500cdfa6bb3 | E420f2b5bc48a | E7327d891b31c

### TABLE E5d4058cb0c95 ###
E8a8ed7afd8af | E11cb11528777 | E381c39587ed2
E8a8ed7afd8af | Ed5ad5fb0c4d8 | Eaa4dab8e957d
E8a8ed7afd8af | E946f88498cc5 | E94f27ae3c36a
E8a8ed7afd8af | Ed9bfba985907 | E7df9a2ab6d31
E8b777e63fcba | E11cb11528777 | E740593325002
E8b777e63fcba | Ed5ad5fb0c4d8 | E04ede738931e
E8b777e63fcba | E946f88498cc5 | E04ede738931e
E8b777e63fcba | Ed9bfba985907 | E04ede738931e
Ebc6828a3f9e7 | E11cb11528777 | E348110f5d61c
Ebc6828a3f9e7 | Ed5ad5fb0c4d8 | E07d6f63b08c9
Ebc6828a3f9e7 | E946f88498cc5 | Efc793c86ec6c
Ebc6828a3f9e7 | Ed9bfba985907 | E5852996e0872
E81741373e107 | E11cb11528777 | Ece0c56339555
E81741373e107 | Ed5ad5fb0c4d8 | 5
E81741373e107 | E946f88498cc5 | 5
E81741373e107 | Ed9bfba985907 | 5
E03bfbd6f0051 | E11cb11528777 | E49546b6e07cd
E03bfbd6f0051 | Ed5ad5fb0c4d8 | Ecabbf0de4cd2
E03bfbd6f0051 | E946f88498cc5 | E0526c0ebdf26
E03bfbd6f0051 | Ed9bfba985907 | E499891801b79

### TABLE Ef6c1e57196b1 ###
Eaf0882f1e9e4 | E11f7052e71e1 | E8901b6ac4f24
Eaf0882f1e9e4 | E7eb3f56226bd | Ecee618cd6f21
Eaf0882f1e9e4 | E2c1a2a5fb006 | Ed7bca534527f
Eaf0882f1e9e4 | Eac096cc34fe0 | E57971809cce4
E89bd47dcc4e3 | E11f7052e71e1 | E64ff5843420d
E89bd47dcc4e3 | E7eb3f56226bd | Ea5de975e8084
E89bd47dcc4e3 | E2c1a2a5fb006 | 22
E89bd47dcc4e3 | Eac096cc34fe0 | 34

### TABLE Ef5c6ada9a8d3 ###
Eb51f850e42e6 | E07574cfb589c | 2010
Eb51f850e42e6 | Ef77d123d32e7 | 387.5
Efb95be72eb92 | E07574cfb589c | 2011
Efb95be72eb92 | Ef77d123d32e7 | 1138.1
E58edd6a7ef32 | E07574cfb589c | 2012
E58edd6a7ef32 | Ef77d123d32e7 | 38.4
E8d0daa561028 | E07574cfb589c | 2013
E8d0daa561028 | Ef77d123d32e7 | 1139.2
E5ef92293796e | E07574cfb589c | E4daf3000c032
E5ef92293796e | Ef77d123d32e7 | 5313.8
E90ecfab44448 | E07574cfb589c | Ef2bb65774bf1
E90ecfab44448 | Ef77d123d32e7 | E84831ebe15b9

### TABLE Ecb8183ff6e2d ###
Eb15a8d87e027 | E3a498eaea630 | E3575f9b73604
Eb15a8d87e027 | E2aa45b1f04e2 | Ef7ea51166279
Eb15a8d87e027 | E58d8bad0c4b2 | E49ff79de5ad6
Eb15a8d87e027 | E1f114dbcae25 | E00ccb7523823
E79ba89c4730f | E3a498eaea630 | Ea91be7ecae9e
E79ba89c4730f | E2aa45b1f04e2 | 4867
E79ba89c4730f | E58d8bad0c4b2 | 9085
E79ba89c4730f | E1f114dbcae25 | 6952
Eec701561f624 | E3a498eaea630 | E2b138ea445f7
Eec701561f624 | E2aa45b1f04e2 | E123a2d6f0b4c
Eec701561f624 | E58d8bad0c4b2 | E60c9c4e73e36
Eec701561f624 | E1f114dbcae25 | E7bcb28b4ef5b

### TABLE Ed52f5558a0dc ###
E644a0c949c56 | E17a240e06633 | Ee311aceb8b19
E644a0c949c56 | E1f114dbcae25 | 4197
E644a0c949c56 | E139a4f2c802a | 4028
E644a0c949c56 | Ee38787f339a5 | 4085
Eb5a859d3c7d4 | E17a240e06633 | E123cc1999eaf
Eb5a859d3c7d4 | E1f114dbcae25 | 4190
Eb5a859d3c7d4 | E139a4f2c802a | 4584
Eb5a859d3c7d4 | Ee38787f339a5 | 4366
Eb56d747c31aa | E17a240e06633 | E2df6bdb70ea6
Eb56d747c31aa | E1f114dbcae25 | E15fa20412d17
Eb56d747c31aa | E139a4f2c802a | E14f4594ca9f7
Eb56d747c31aa | Ee38787f339a5 | E98f1c6c0cc57
E9a79d50d6828 | E17a240e06633 | Ed6a6c5eb6191
E9a79d50d6828 | E1f114dbcae25 | 4126
E9a79d50d6828 | E139a4f2c802a | 4197
E9a79d50d6828 | Ee38787f339a5 | 4028

### TABLE Ef715677bb908 ###
E061b3bf8ee98 | E11cb11528777 | Eedc94c66c184
E061b3bf8ee98 | E4114ec8c2206 | Eb4cb0627f32f
E061b3bf8ee98 | E0353748757a2 | Ebec3f9d674d9
E061b3bf8ee98 | E4971d43d7605 | Ec95c0708fed7
E061b3bf8ee98 | E245548ed86f2 | E7739311bfb1b
E061b3bf8ee98 | E83129abba2dd | E0661ee58f4c7
E061b3bf8ee98 | Ee45dbce27b63 | Ef3e67e6e8b13
E1dd0f7787828 | E11cb11528777 | Efe1ee41e3310
E1dd0f7787828 | E4114ec8c2206 | Eb4cb0627f32f
E1dd0f7787828 | E0353748757a2 | E12bdcf54e05e
E1dd0f7787828 | E4971d43d7605 | Ebc09ed0d32a8
E1dd0f7787828 | E245548ed86f2 | Ead09fd03737e
E1dd0f7787828 | E83129abba2dd | Eea4bf7b77d6d
E1dd0f7787828 | Ee45dbce27b63 | Ec5d35819417f
E75bbed99f443 | E11cb11528777 | Edb8c19077820
E75bbed99f443 | E4114ec8c2206 | Eb4cb0627f32f
E75bbed99f443 | E0353748757a2 | Ecb73830cae10
E75bbed99f443 | E4971d43d7605 | E439c6b62be2e
E75bbed99f443 | E245548ed86f2 | E6f0adfb35f88
E75bbed99f443 | E83129abba2dd | E6a95afee0003
E75bbed99f443 | Ee45dbce27b63 | E68b66ee181a6

### TABLE Ea5ee7c444669 ###
E6490066434f6 | E11cb11528777 | E806b7ee8076a
E6490066434f6 | E1f92d0ff20cf | E863463a64f2b
E6490066434f6 | Ee44057300083 | E649db93c2c95
Ef86b0deb48a2 | E11cb11528777 | E6ffcd1d23c85
Ef86b0deb48a2 | E1f92d0ff20cf | 4478
Ef86b0deb48a2 | Ee44057300083 | 5080
Ec0fea2c29f5e | E11cb11528777 | E12429b918e3f
Ec0fea2c29f5e | E1f92d0ff20cf | E1cd723051bc0
Ec0fea2c29f5e | Ee44057300083 | E9209a66002db
E6f74fe5084ab | E11cb11528777 | Ef2bb65774bf1
E6f74fe5084ab | E1f92d0ff20cf | E108af8ce3ba5
E6f74fe5084ab | Ee44057300083 | Ed782accfae17

### TABLE E4946cea735d4 ###
Ee7d9a16023cf | E11cb11528777 | E05e74fa8ab84
Ee7d9a16023cf | E849f7355c993 | 45
Ee7d9a16023cf | Ebd1255e6e081 | 33
Ee7d9a16023cf | Edec4deede353 | 33
Ee7d9a16023cf | E495232163fdd | 5
Ee7d9a16023cf | E3fcce9910fe7 | 116
E6c8506a5aa25 | E11cb11528777 | Ed64b5683d423
E6c8506a5aa25 | E849f7355c993 | 2
E6c8506a5aa25 | Ebd1255e6e081 | 5
E6c8506a5aa25 | Edec4deede353 | 3
E6c8506a5aa25 | E495232163fdd | 2014
E6c8506a5aa25 | E3fcce9910fe7 | 10
E299f3cf3ae82 | E11cb11528777 | Ef2bb65774bf1
E299f3cf3ae82 | E849f7355c993 | 47
E299f3cf3ae82 | Ebd1255e6e081 | 38
E299f3cf3ae82 | Edec4deede353 | 36
E299f3cf3ae82 | E495232163fdd | 5
E299f3cf3ae82 | E3fcce9910fe7 | 126

### TABLE Ee296169c0e1c ###
Eb7f20d223b6e | E7cddb4981c2c | E2cde90cbbd8d
Eb7f20d223b6e | E1beacfe35fd8 | 7
Eb7f20d223b6e | Ef187d30119d8 | 15
E4a0b58cb2af6 | E7cddb4981c2c | Eb47c094ebba0
E4a0b58cb2af6 | E1beacfe35fd8 | 6
E4a0b58cb2af6 | Ef187d30119d8 | 37
E3b3226a597c6 | E7cddb4981c2c | E447203cbf607
E3b3226a597c6 | E1beacfe35fd8 | 9
E3b3226a597c6 | Ef187d30119d8 | 14
E69053df657f5 | E7cddb4981c2c | Efbd5eed0e53c
E69053df657f5 | E1beacfe35fd8 | 7
E69053df657f5 | Ef187d30119d8 | 32
Eb8134abe2f10 | E7cddb4981c2c | Ef6d4ae89d16f
Eb8134abe2f10 | E1beacfe35fd8 | 8
Eb8134abe2f10 | Ef187d30119d8 | 23

### TABLE Ee6ff97d14cb1 ###
E4b77af73e0ea | E50ef5b232429 | E00f37f5ee095
E4b77af73e0ea | Ec4a1339df44d | 38
E970b8f26bf06 | E50ef5b232429 | Efe859f956098
E970b8f26bf06 | Ec4a1339df44d | E6f954d62027c
Ed849139aff43 | E50ef5b232429 | E9053ab18cf7f
Ed849139aff43 | Ec4a1339df44d | 47

### TABLE E809595b045e4 ###
E222ddd06e2e0 | E11cb11528777 | E49a35788cd0e
E222ddd06e2e0 | E9a1305306d9a | 2099169
E222ddd06e2e0 | E0d40cbaeed6e | Ef3ecc1ed4ff1
E222ddd06e2e0 | E9a1305306d9a | 2099169
E222ddd06e2e0 | Eece7c28fd426 | Ee1fdd206f921
Ed235297b65b2 | E11cb11528777 | Ef3506a3a0554
Ed235297b65b2 | E9a1305306d9a | 1454402
Ed235297b65b2 | E0d40cbaeed6e | E1c5687f08632
Ed235297b65b2 | E9a1305306d9a | 1453049
Ed235297b65b2 | Eece7c28fd426 | E19b4880b53f4
E9a258a580edd | E11cb11528777 | E4bb8d4b4fb9a
E9a258a580edd | E9a1305306d9a | 1269449
E9a258a580edd | E0d40cbaeed6e | Ecefb7153bf14
E9a258a580edd | E9a1305306d9a | 1258700
E9a258a580edd | Eece7c28fd426 | E044992eb3175
Eb1da2f753a23 | E11cb11528777 | Ef2bb65774bf1
Eb1da2f753a23 | E9a1305306d9a | 4823020
Eb1da2f753a23 | E0d40cbaeed6e | E947688116649
Eb1da2f753a23 | E9a1305306d9a | 4810918

### TABLE E22e04e77f360 ###
Efae78c0c1e4f | E11f7052e71e1 | E0d3acf3c3d51
Efae78c0c1e4f | E4c0a2097012b | E23fc58aecff5
Efae78c0c1e4f | E881cdac01bd9 | E8f953cbe1b95
E27dfb1191e02 | E11f7052e71e1 | E76c55522f3a5
E27dfb1191e02 | E4c0a2097012b | 30824
E27dfb1191e02 | E881cdac01bd9 | 18178
E81f9d58fe426 | E11f7052e71e1 | E54f411486bad
E81f9d58fe426 | E4c0a2097012b | 1072
E81f9d58fe426 | E881cdac01bd9 | 911
E10d83ecb533b | E11f7052e71e1 | E54f411486bad
E10d83ecb533b | E4c0a2097012b | 2815
E10d83ecb533b | E881cdac01bd9 | 2989

### TABLE E8ac3ef0f4779 ###
E40517adf74ec | E11f7052e71e1 | Ee95016a196da
E40517adf74ec | E9443cc61f9e2 | 156.6
E40517adf74ec | Ee20251ac295f | 145.1
E40517adf74ec | Eecd25bbea57a | 144.8
E13d7ce786f69 | E11f7052e71e1 | Ef59ddf6adbea
E13d7ce786f69 | E9443cc61f9e2 | 2.1
E13d7ce786f69 | Ee20251ac295f | 0.7
E13d7ce786f69 | Eecd25bbea57a | 0.1
E8ff077df8015 | E11f7052e71e1 | Ec7dc38ff3c72
E8ff077df8015 | E9443cc61f9e2 | 158.7
E8ff077df8015 | Ee20251ac295f | 145.8
E8ff077df8015 | Eecd25bbea57a | 144.9

### TABLE E50a237d03616 ###
Efcc3823f3bf2 | Efbda4d782098 | E3dfc79d39519
Efcc3823f3bf2 | Ed448e36fb5b5 | Ee8de517dbc78
Efcc3823f3bf2 | E2aa45b1f04e2 | E076b14cf7e28
E31bab3943353 | Efbda4d782098 | Ea1be2aed4dbb
E31bab3943353 | Ed448e36fb5b5 | 33
E31bab3943353 | E2aa45b1f04e2 | 23
Ec0930b121a87 | Efbda4d782098 | Ea541f536882d
Ec0930b121a87 | Ed448e36fb5b5 | 493
Ec0930b121a87 | E2aa45b1f04e2 | 59
Ee37b854fc114 | Efbda4d782098 | E8c8b4e4b45c0
Ee37b854fc114 | Ed448e36fb5b5 | E35d0d48ff4d5
Ee37b854fc114 | E2aa45b1f04e2 | E0b3c725f5636
Ec0b17eeb5ed9 | Efbda4d782098 | E4a92986d4103
Ec0b17eeb5ed9 | Ed448e36fb5b5 | E0c033c97a7d4
Ec0b17eeb5ed9 | E2aa45b1f04e2 | Ee8de517dbc78

### TABLE Ef16841a87535 ###
E5c381d418e7d | E11cb11528777 | Ee0871cdcc886
E5c381d418e7d | E1da84b778cb6 | E4c74a5b1ca64
E5c381d418e7d | E986cb8ffb553 | Ef32b1d141cd9
E9fda6b158003 | E11cb11528777 | E5ecbd2668d07
E9fda6b158003 | E1da84b778cb6 | 2291
E9fda6b158003 | E986cb8ffb553 | 2291
E4abfc76ea5fd | E11cb11528777 | E16a5efde4350
E4abfc76ea5fd | E1da84b778cb6 | 285
E4abfc76ea5fd | E986cb8ffb553 | 190
E740258de1a19 | E11cb11528777 | Ede72436de7eb
E740258de1a19 | E1da84b778cb6 | E5a566b376f46
E740258de1a19 | E986cb8ffb553 | Ebfc7dba25e2f
E435b9e7524ca | E11cb11528777 | E337b521c7b92
E435b9e7524ca | E1da84b778cb6 | E1bf4e1b7f838
E435b9e7524ca | E986cb8ffb553 | E0d31d9c6dfe9

### TABLE E15e13ab3d017 ###
E51e15972555b | E2d314c65735b | Ea4c5eb92c84a
E51e15972555b | E2aa45b1f04e2 | Ec20e9267e400
E51e15972555b | E58d8bad0c4b2 | Eac3a3087b357
E51e15972555b | E1f114dbcae25 | Ef36145449b68
E40394915312f | E2d314c65735b | E6404e0a4ff07
E40394915312f | E2aa45b1f04e2 | E59a469b41538
E40394915312f | E58d8bad0c4b2 | E6643355c666c
E40394915312f | E1f114dbcae25 | E9109668734a4
E62897c54dc22 | E2d314c65735b | E74f5c48ee1df
E62897c54dc22 | E2aa45b1f04e2 | E686284d3d7e8
E62897c54dc22 | E58d8bad0c4b2 | Ea4ffa5b85757
E62897c54dc22 | E1f114dbcae25 | E85d25a02bef3
Eed916164a175 | E2d314c65735b | Ef86c6827ac7c
Eed916164a175 | E2aa45b1f04e2 | E8bc3bb2a1d90
Eed916164a175 | E58d8bad0c4b2 | E8bd19de4e57f
Eed916164a175 | E1f114dbcae25 | E90962df24aef

### TABLE E94e13da3ce5d ###
E443629faaa5e | E170c7edf69ab | Eb0ce8de1361c
E443629faaa5e | Eeb4ca7fb4e85 | 6091605
E443629faaa5e | E4fb1660ac6b2 | E97059480bd0d
E443629faaa5e | E9d4be558ae8d | 6087727
E443629faaa5e | E61ba91373eb1 | 32831024
Ea1db8b086fa3 | E170c7edf69ab | E2714c6d564bc
Ea1db8b086fa3 | Eeb4ca7fb4e85 | 3408467
Ea1db8b086fa3 | E4fb1660ac6b2 | 147.91
Ea1db8b086fa3 | E9d4be558ae8d | 3402190
Ea1db8b086fa3 | E61ba91373eb1 | 29428834
E49f92df4fac1 | E170c7edf69ab | E250d05de0b4e
E49f92df4fac1 | Eeb4ca7fb4e85 | 3007951
E49f92df4fac1 | E4fb1660ac6b2 | 148.40
E49f92df4fac1 | E9d4be558ae8d | 3000715
E49f92df4fac1 | E61ba91373eb1 | 26428119
Ed7c2ae6ac172 | E170c7edf69ab | Ef2bb65774bf1
Ed7c2ae6ac172 | Eeb4ca7fb4e85 | 12508023
Ed7c2ae6ac172 | E4fb1660ac6b2 | E4db78018aec9
Ed7c2ae6ac172 | E9d4be558ae8d | 12490632
Ed7c2ae6ac172 | E61ba91373eb1 | E764bcf07fda0

### TABLE Ea2c04068dec4 ###
Ec51ef9e92611 | Eb2bb1f17050f | 2014
Ec51ef9e92611 | E929a454f9cbb | E138b88fa9604
Ec51ef9e92611 | E929a454f9cbb | Eb66d8c098196
E8e58cce356b1 | Eb2bb1f17050f | 2013
E8e58cce356b1 | E929a454f9cbb | E9e1b55fd08c4
E8e58cce356b1 | E929a454f9cbb | 27.9

### TABLE E2b4b7708b294 ###
E71723895c3ef | E28da8ee232f0 | Eb7700c8136ed
